segment_id,line_idx,mean_ndvi,vegetation_fraction,predicted_risk_probability,predicted_priority,pixels_sampled
30075,103,108.0,1.0,1.0,High,1
30116,103,86.0,1.0,1.0,High,1
30129,103,83.0,1.0,1.0,High,1
30170,103,93.0,1.0,1.0,High,1
30196,103,82.0,1.0,1.0,High,1
30198,103,81.0,1.0,1.0,High,1
30199,103,81.0,1.0,1.0,High,1
30241,103,105.0,1.0,1.0,High,1
30254,103,114.0,1.0,1.0,High,1
30268,103,80.0,1.0,1.0,High,1
30295,104,140.0,1.0,1.0,High,1
30311,104,140.0,1.0,1.0,High,1
30317,104,129.0,1.0,1.0,High,1
30408,104,159.0,1.0,1.0,High,1
30436,104,129.0,1.0,1.0,High,1
30437,104,129.0,1.0,1.0,High,1
30485,104,143.0,1.0,1.0,High,1
30526,104,121.0,1.0,1.0,High,1
30557,104,146.0,1.0,1.0,High,1
30591,104,162.0,1.0,1.0,High,1
30652,104,154.0,1.0,1.0,High,1
30653,104,154.0,1.0,1.0,High,1
30677,104,133.0,1.0,1.0,High,1
30682,104,127.0,1.0,1.0,High,1
30687,104,131.0,1.0,1.0,High,1
30688,104,131.0,1.0,1.0,High,1
30692,104,141.0,1.0,1.0,High,1
30725,104,151.0,1.0,1.0,High,1
30726,104,151.0,1.0,1.0,High,1
30772,104,151.0,1.0,1.0,High,1
30777,104,155.0,1.0,1.0,High,1
30812,104,144.0,1.0,1.0,High,1
30821,104,118.0,1.0,1.0,High,1
30860,105,156.0,1.0,1.0,High,1
30872,105,148.0,1.0,1.0,High,1
30912,105,121.0,1.0,1.0,High,1
30991,105,255.0,1.0,1.0,High,1
31002,105,255.0,1.0,1.0,High,1
31003,105,255.0,1.0,1.0,High,1
31054,105,255.0,1.0,1.0,High,1
31056,105,255.0,1.0,1.0,High,1
31059,105,255.0,1.0,1.0,High,1
31073,105,255.0,1.0,1.0,High,1
31088,105,255.0,1.0,1.0,High,1
31111,105,255.0,1.0,1.0,High,1
31166,105,255.0,1.0,1.0,High,1
31209,105,255.0,1.0,1.0,High,1
31222,105,255.0,1.0,1.0,High,1
31237,105,255.0,1.0,1.0,High,1
31245,105,255.0,1.0,1.0,High,1
31250,105,255.0,1.0,1.0,High,1
31322,105,151.0,1.0,1.0,High,1
31344,106,128.0,1.0,1.0,High,1
31378,106,133.0,1.0,1.0,High,1
31380,106,134.0,1.0,1.0,High,1
31392,107,125.0,1.0,1.0,High,1
31435,107,116.0,1.0,1.0,High,1
31464,107,111.0,1.0,1.0,High,1
31467,107,122.0,1.0,1.0,High,1
31471,107,148.0,1.0,1.0,High,1
31473,107,147.0,1.0,1.0,High,1
31476,107,144.0,1.0,1.0,High,1
31490,107,126.0,1.0,1.0,High,1
31505,107,119.0,1.0,1.0,High,1
31506,107,119.0,1.0,1.0,High,1
31545,107,135.0,1.0,1.0,High,1
31599,107,141.0,1.0,1.0,High,1
31632,108,101.0,1.0,1.0,High,1
31637,108,113.0,1.0,1.0,High,1
31649,108,106.0,1.0,1.0,High,1
31655,108,98.0,1.0,1.0,High,1
31660,108,92.0,1.0,1.0,High,1
31665,108,77.0,1.0,1.0,High,1
31719,108,71.0,1.0,1.0,High,1
31737,108,81.0,1.0,1.0,High,1
31751,108,72.0,1.0,1.0,High,1
31767,108,67.0,1.0,1.0,High,1
31859,108,49.0,1.0,1.0,High,1
31894,109,79.0,1.0,1.0,High,1
31909,109,80.0,1.0,1.0,High,1
31910,109,80.0,1.0,1.0,High,1
31921,109,78.0,1.0,1.0,High,1
31939,109,81.0,1.0,1.0,High,1
31969,109,75.0,1.0,1.0,High,1
32008,109,69.0,1.0,1.0,High,1
32052,109,72.0,1.0,1.0,High,1
32056,109,79.0,1.0,1.0,High,1
32070,109,81.0,1.0,1.0,High,1
32071,109,81.0,1.0,1.0,High,1
32091,109,77.0,1.0,1.0,High,1
32107,109,80.0,1.0,1.0,High,1
32143,109,81.0,1.0,1.0,High,1
32161,109,81.0,1.0,1.0,High,1
32182,109,80.0,1.0,1.0,High,1
32211,109,78.0,1.0,1.0,High,1
32212,109,78.0,1.0,1.0,High,1
32221,109,80.0,1.0,1.0,High,1
32260,109,77.0,1.0,1.0,High,1
32263,109,69.0,1.0,1.0,High,1
32309,109,62.0,1.0,1.0,High,1
32311,109,73.0,1.0,1.0,High,1
32340,109,89.0,1.0,1.0,High,1
32370,109,66.0,1.0,1.0,High,1
32380,109,69.0,1.0,1.0,High,1
32381,109,69.0,1.0,1.0,High,1
32393,109,56.0,1.0,1.0,High,1
32461,109,66.0,1.0,1.0,High,1
32470,109,79.0,1.0,1.0,High,1
32471,109,79.0,1.0,1.0,High,1
32486,109,74.0,1.0,1.0,High,1
32551,109,108.0,1.0,1.0,High,1
32553,109,95.0,1.0,1.0,High,1
32576,109,84.0,1.0,1.0,High,1
32633,109,89.0,1.0,1.0,High,1
32649,109,112.0,1.0,1.0,High,1
32666,109,108.0,1.0,1.0,High,1
32683,109,100.0,1.0,1.0,High,1
32684,109,100.0,1.0,1.0,High,1
32688,109,115.0,1.0,1.0,High,1
32696,109,109.0,1.0,1.0,High,1
32714,109,97.0,1.0,1.0,High,1
32750,109,97.0,1.0,1.0,High,1
32789,109,101.0,1.0,1.0,High,1
32816,109,112.0,1.0,1.0,High,1
32944,110,81.0,1.0,1.0,High,1
32949,110,79.0,1.0,1.0,High,1
32981,110,84.0,1.0,1.0,High,1
32982,110,84.0,1.0,1.0,High,1
33045,110,76.0,1.0,1.0,High,1
33061,110,76.0,1.0,1.0,High,1
33114,110,87.0,1.0,1.0,High,1
33154,110,80.0,1.0,1.0,High,1
33155,110,80.0,1.0,1.0,High,1
33157,110,82.0,1.0,1.0,High,1
33159,110,81.0,1.0,1.0,High,1
33161,110,82.0,1.0,1.0,High,1
33193,110,78.0,1.0,1.0,High,1
33198,110,77.0,1.0,1.0,High,1
33206,110,85.0,1.0,1.0,High,1
33213,110,86.0,1.0,1.0,High,1
33218,110,79.0,1.0,1.0,High,1
33234,110,78.0,1.0,1.0,High,1
33273,110,86.0,1.0,1.0,High,1
33296,110,84.0,1.0,1.0,High,1
33297,110,84.0,1.0,1.0,High,1
33298,110,82.0,1.0,1.0,High,1
33299,110,82.0,1.0,1.0,High,1
33301,110,72.0,1.0,1.0,High,1
33360,110,88.0,1.0,1.0,High,1
33402,110,89.0,1.0,1.0,High,1
33412,110,107.0,1.0,1.0,High,1
33413,110,107.0,1.0,1.0,High,1
33428,110,94.0,1.0,1.0,High,1
33454,110,99.0,1.0,1.0,High,1
33455,110,99.0,1.0,1.0,High,1
33469,110,81.0,1.0,1.0,High,1
33472,110,78.0,1.0,1.0,High,1
33473,110,78.0,1.0,1.0,High,1
33510,110,73.0,1.0,1.0,High,1
33558,110,71.0,1.0,1.0,High,1
33615,110,75.0,1.0,1.0,High,1
33657,110,80.0,1.0,1.0,High,1
33662,110,75.0,1.0,1.0,High,1
33672,110,85.0,1.0,1.0,High,1
33673,110,85.0,1.0,1.0,High,1
33701,110,76.0,1.0,1.0,High,1
33711,110,74.0,1.0,1.0,High,1
33731,110,74.0,1.0,1.0,High,1
33800,110,78.0,1.0,1.0,High,1
33815,110,87.0,1.0,1.0,High,1
33828,110,76.0,1.0,1.0,High,1
33875,110,99.0,1.0,1.0,High,1
33881,110,66.0,1.0,1.0,High,1
33892,110,63.0,1.0,1.0,High,1
33917,110,62.0,1.0,1.0,High,1
33942,110,66.0,1.0,1.0,High,1
33950,110,66.0,1.0,1.0,High,1
33957,110,66.0,1.0,1.0,High,1
33958,110,66.0,1.0,1.0,High,1
33965,110,67.0,1.0,1.0,High,1
33976,110,73.0,1.0,1.0,High,1
33977,110,73.0,1.0,1.0,High,1
33994,110,65.0,1.0,1.0,High,1
33995,110,65.0,1.0,1.0,High,1
34001,110,74.0,1.0,1.0,High,1
34037,110,83.0,1.0,1.0,High,1
34103,110,76.0,1.0,1.0,High,1
34156,110,64.0,1.0,1.0,High,1
34158,110,72.0,1.0,1.0,High,1
34169,110,80.0,1.0,1.0,High,1
34203,110,79.0,1.0,1.0,High,1
34245,110,84.0,1.0,1.0,High,1
34246,110,84.0,1.0,1.0,High,1
34248,110,70.0,1.0,1.0,High,1
34249,110,70.0,1.0,1.0,High,1
34257,110,65.0,1.0,1.0,High,1
34261,110,73.0,1.0,1.0,High,1
34262,110,73.0,1.0,1.0,High,1
34265,110,83.0,1.0,1.0,High,1
34291,110,76.0,1.0,1.0,High,1
34292,110,76.0,1.0,1.0,High,1
34334,110,74.0,1.0,1.0,High,1
34347,110,68.0,1.0,1.0,High,1
34417,110,72.0,1.0,1.0,High,1
34432,110,74.0,1.0,1.0,High,1
34433,110,74.0,1.0,1.0,High,1
34507,110,65.0,1.0,1.0,High,1
34508,110,65.0,1.0,1.0,High,1
34525,110,69.0,1.0,1.0,High,1
34530,110,64.0,1.0,1.0,High,1
34534,110,66.0,1.0,1.0,High,1
34535,110,66.0,1.0,1.0,High,1
34566,110,68.0,1.0,1.0,High,1
34578,110,69.0,1.0,1.0,High,1
34625,110,70.0,1.0,1.0,High,1
34641,110,75.0,1.0,1.0,High,1
34748,110,68.0,1.0,1.0,High,1
34761,110,69.0,1.0,1.0,High,1
34768,110,72.0,1.0,1.0,High,1
34811,110,68.0,1.0,1.0,High,1
34819,110,59.0,1.0,1.0,High,1
34820,110,59.0,1.0,1.0,High,1
34831,110,61.0,1.0,1.0,High,1
34832,110,61.0,1.0,1.0,High,1
34845,110,64.0,1.0,1.0,High,1
34846,110,64.0,1.0,1.0,High,1
34863,110,69.0,1.0,1.0,High,1
34928,110,59.0,1.0,1.0,High,1
34929,110,59.0,1.0,1.0,High,1
34989,110,71.0,1.0,1.0,High,1
34996,110,72.0,1.0,1.0,High,1
35025,111,74.0,1.0,1.0,High,1
35040,111,78.0,1.0,1.0,High,1
35090,111,79.0,1.0,1.0,High,1
35110,111,94.0,1.0,1.0,High,1
35111,111,94.0,1.0,1.0,High,1
35113,111,88.0,1.0,1.0,High,1
35116,111,76.0,1.0,1.0,High,1
35179,111,89.0,1.0,1.0,High,1
35180,111,89.0,1.0,1.0,High,1
35183,111,78.0,1.0,1.0,High,1
35210,111,83.0,1.0,1.0,High,1
35213,111,105.0,1.0,1.0,High,1
35232,111,107.0,1.0,1.0,High,1
35320,111,92.0,1.0,1.0,High,1
35346,111,104.0,1.0,1.0,High,1
35362,111,111.0,1.0,1.0,High,1
35364,111,105.0,1.0,1.0,High,1
35417,111,107.0,1.0,1.0,High,1
35418,111,107.0,1.0,1.0,High,1
35446,111,115.0,1.0,1.0,High,1
35456,111,97.0,1.0,1.0,High,1
35491,112,74.0,1.0,1.0,High,1
35505,112,67.0,1.0,1.0,High,1
35515,112,58.0,1.0,1.0,High,1
35520,112,57.0,1.0,1.0,High,1
35521,112,57.0,1.0,1.0,High,1
35545,112,58.0,1.0,1.0,High,1
35594,112,64.0,1.0,1.0,High,1
35595,112,64.0,1.0,1.0,High,1
35619,113,68.0,1.0,1.0,High,1
35639,113,65.0,1.0,1.0,High,1
35683,113,62.0,1.0,1.0,High,1
35723,113,83.0,1.0,1.0,High,1
35725,113,79.0,1.0,1.0,High,1
35768,113,75.0,1.0,1.0,High,1
35770,113,75.0,1.0,1.0,High,1
35786,113,85.0,1.0,1.0,High,1
35793,113,68.0,1.0,1.0,High,1
35799,113,64.0,1.0,1.0,High,1
35836,113,74.0,1.0,1.0,High,1
35878,113,79.0,1.0,1.0,High,1
35916,113,83.0,1.0,1.0,High,1
35946,113,78.0,1.0,1.0,High,1
35967,113,83.0,1.0,1.0,High,1
35968,113,83.0,1.0,1.0,High,1
35987,113,80.0,1.0,1.0,High,1
36066,115,72.0,1.0,1.0,High,1
36078,115,73.0,1.0,1.0,High,1
36085,115,72.0,1.0,1.0,High,1
36099,115,53.0,1.0,1.0,High,1
36144,115,70.0,1.0,1.0,High,1
36145,115,70.0,1.0,1.0,High,1
36171,115,71.0,1.0,1.0,High,1
36178,115,66.0,1.0,1.0,High,1
36198,116,81.0,1.0,1.0,High,1
36276,116,75.0,1.0,1.0,High,1
36277,116,75.0,1.0,1.0,High,1
36278,116,71.0,1.0,1.0,High,1
36279,116,71.0,1.0,1.0,High,1
36292,117,105.0,1.0,1.0,High,1
36315,117,95.0,1.0,1.0,High,1
36316,117,95.0,1.0,1.0,High,1
36368,117,102.0,1.0,1.0,High,1
36388,117,107.0,1.0,1.0,High,1
36389,117,107.0,1.0,1.0,High,1
36404,117,66.0,1.0,1.0,High,1
36442,117,49.0,1.0,1.0,High,1
36451,117,85.0,1.0,1.0,High,1
36469,117,81.0,1.0,1.0,High,1
36476,117,68.0,1.0,1.0,High,1
36504,118,44.0,1.0,1.0,High,1
36511,118,71.0,1.0,1.0,High,1
36577,118,59.0,1.0,1.0,High,1
36582,118,40.0,1.0,1.0,High,1
36667,118,79.0,1.0,1.0,High,1
36738,118,74.0,1.0,1.0,High,1
36739,118,74.0,1.0,1.0,High,1
36776,119,66.0,1.0,1.0,High,1
36781,119,64.0,1.0,1.0,High,1
36796,119,71.0,1.0,1.0,High,1
36832,119,81.0,1.0,1.0,High,1
36837,119,79.0,1.0,1.0,High,1
36869,119,65.0,1.0,1.0,High,1
36893,119,83.0,1.0,1.0,High,1
36901,119,92.0,1.0,1.0,High,1
36902,119,92.0,1.0,1.0,High,1
36922,119,71.0,1.0,1.0,High,1
36923,119,71.0,1.0,1.0,High,1
36925,119,67.0,1.0,1.0,High,1
36927,119,59.0,1.0,1.0,High,1
36961,119,81.0,1.0,1.0,High,1
36963,119,79.0,1.0,1.0,High,1
36965,119,88.0,1.0,1.0,High,1
37013,119,61.0,1.0,1.0,High,1
37014,119,61.0,1.0,1.0,High,1
37020,119,60.0,1.0,1.0,High,1
37030,119,55.0,1.0,1.0,High,1
37031,119,55.0,1.0,1.0,High,1
37071,119,63.0,1.0,1.0,High,1
37077,119,66.0,1.0,1.0,High,1
37097,119,88.0,1.0,1.0,High,1
37118,119,61.0,1.0,1.0,High,1
37129,119,59.0,1.0,1.0,High,1
37136,119,60.0,1.0,1.0,High,1
37165,119,64.0,1.0,1.0,High,1
37167,119,60.0,1.0,1.0,High,1
37185,119,67.0,1.0,1.0,High,1
37197,119,68.0,1.0,1.0,High,1
37223,119,75.0,1.0,1.0,High,1
37235,119,69.0,1.0,1.0,High,1
37237,119,72.0,1.0,1.0,High,1
37296,119,57.0,1.0,1.0,High,1
37313,119,67.0,1.0,1.0,High,1
37374,119,76.0,1.0,1.0,High,1
37376,119,77.0,1.0,1.0,High,1
37429,119,70.0,1.0,1.0,High,1
37430,119,70.0,1.0,1.0,High,1
37468,119,58.0,1.0,1.0,High,1
37476,119,66.0,1.0,1.0,High,1
37504,119,69.0,1.0,1.0,High,1
37505,119,69.0,1.0,1.0,High,1
37531,119,86.0,1.0,1.0,High,1
37532,119,86.0,1.0,1.0,High,1
37544,120,77.0,1.0,1.0,High,1
37568,120,93.0,1.0,1.0,High,1
37574,120,55.0,1.0,1.0,High,1
37583,120,86.0,1.0,1.0,High,1
37584,120,86.0,1.0,1.0,High,1
37634,120,31.0,1.0,1.0,High,1
37635,120,31.0,1.0,1.0,High,1
37646,120,250.0,1.0,1.0,High,1
37653,120,250.0,1.0,1.0,High,1
37655,120,94.0,1.0,1.0,High,1
37656,120,94.0,1.0,1.0,High,1
37660,120,90.0,1.0,1.0,High,1
37720,120,86.0,1.0,1.0,High,1
37721,120,86.0,1.0,1.0,High,1
37745,120,250.0,1.0,1.0,High,1
37770,120,78.0,1.0,1.0,High,1
37771,120,78.0,1.0,1.0,High,1
37773,120,87.0,1.0,1.0,High,1
37779,120,84.0,1.0,1.0,High,1
37799,120,59.0,1.0,1.0,High,1
37800,120,59.0,1.0,1.0,High,1
37836,120,64.0,1.0,1.0,High,1
37841,120,250.0,1.0,1.0,High,1
37845,120,71.0,1.0,1.0,High,1
37885,120,95.0,1.0,1.0,High,1
37902,120,98.0,1.0,1.0,High,1
37903,120,98.0,1.0,1.0,High,1
37910,120,115.0,1.0,1.0,High,1
37917,120,136.0,1.0,1.0,High,1
37923,120,115.0,1.0,1.0,High,1
37924,120,115.0,1.0,1.0,High,1
37964,120,104.0,1.0,1.0,High,1
37971,120,96.0,1.0,1.0,High,1
37972,120,96.0,1.0,1.0,High,1
37992,120,74.0,1.0,1.0,High,1
37999,120,113.0,1.0,1.0,High,1
38000,120,113.0,1.0,1.0,High,1
38049,120,85.0,1.0,1.0,High,1
38052,120,85.0,1.0,1.0,High,1
38067,120,50.0,1.0,1.0,High,1
38115,121,250.0,1.0,1.0,High,1
38116,121,250.0,1.0,1.0,High,1
38120,121,74.0,1.0,1.0,High,1
38138,121,250.0,1.0,1.0,High,1
38191,121,250.0,1.0,1.0,High,1
38207,121,93.0,1.0,1.0,High,1
38269,121,250.0,1.0,1.0,High,1
38293,121,126.0,1.0,1.0,High,1
38348,121,111.0,1.0,1.0,High,1
38350,121,106.0,1.0,1.0,High,1
38352,121,95.0,1.0,1.0,High,1
38396,121,96.0,1.0,1.0,High,1
38399,121,91.0,1.0,1.0,High,1
38491,123,121.0,1.0,1.0,High,1
38505,123,121.0,1.0,1.0,High,1
38555,123,126.0,1.0,1.0,High,1
38556,123,126.0,1.0,1.0,High,1
38564,124,54.0,1.0,1.0,High,1
38601,124,50.0,1.0,1.0,High,1
38607,124,50.0,1.0,1.0,High,1
38608,124,50.0,1.0,1.0,High,1
38619,124,53.0,1.0,1.0,High,1
38679,124,53.0,1.0,1.0,High,1
38712,124,52.0,1.0,1.0,High,1
38719,124,54.0,1.0,1.0,High,1
38742,124,46.0,1.0,1.0,High,1
38753,124,52.0,1.0,1.0,High,1
38768,124,58.0,1.0,1.0,High,1
38780,124,57.0,1.0,1.0,High,1
38810,124,54.0,1.0,1.0,High,1
38819,124,53.0,1.0,1.0,High,1
38840,124,55.0,1.0,1.0,High,1
38856,124,56.0,1.0,1.0,High,1
38879,124,49.0,1.0,1.0,High,1
38896,124,55.0,1.0,1.0,High,1
38926,124,57.0,1.0,1.0,High,1
39038,124,67.0,1.0,1.0,High,1
39043,124,62.0,1.0,1.0,High,1
39046,124,64.0,1.0,1.0,High,1
39047,124,64.0,1.0,1.0,High,1
39060,124,65.0,1.0,1.0,High,1
39079,124,68.0,1.0,1.0,High,1
39086,124,69.0,1.0,1.0,High,1
39120,124,73.0,1.0,1.0,High,1
39189,124,75.0,1.0,1.0,High,1
39204,124,76.0,1.0,1.0,High,1
39207,124,76.0,1.0,1.0,High,1
39219,124,74.0,1.0,1.0,High,1
39242,124,73.0,1.0,1.0,High,1
39333,124,84.0,1.0,1.0,High,1
39350,124,69.0,1.0,1.0,High,1
39400,124,90.0,1.0,1.0,High,1
39440,124,72.0,1.0,1.0,High,1
39445,124,76.0,1.0,1.0,High,1
39453,124,83.0,1.0,1.0,High,1
39454,124,83.0,1.0,1.0,High,1
39483,124,82.0,1.0,1.0,High,1
39485,124,77.0,1.0,1.0,High,1
39500,124,73.0,1.0,1.0,High,1
39694,124,91.0,1.0,1.0,High,1
39695,124,91.0,1.0,1.0,High,1
39705,124,118.0,1.0,1.0,High,1
39710,124,121.0,1.0,1.0,High,1
39712,124,121.0,1.0,1.0,High,1
39803,124,98.0,1.0,1.0,High,1
39814,124,76.0,1.0,1.0,High,1
39815,124,76.0,1.0,1.0,High,1
39832,124,77.0,1.0,1.0,High,1
39849,124,92.0,1.0,1.0,High,1
39861,124,98.0,1.0,1.0,High,1
39910,124,87.0,1.0,1.0,High,1
39919,124,88.0,1.0,1.0,High,1
39971,124,103.0,1.0,1.0,High,1
39977,124,91.0,1.0,1.0,High,1
39978,124,91.0,1.0,1.0,High,1
40012,124,90.0,1.0,1.0,High,1
40033,124,88.0,1.0,1.0,High,1
40041,124,92.0,1.0,1.0,High,1
40089,124,64.0,1.0,1.0,High,1
40090,124,64.0,1.0,1.0,High,1
40091,124,65.0,1.0,1.0,High,1
40092,124,65.0,1.0,1.0,High,1
40100,124,66.0,1.0,1.0,High,1
40127,124,63.0,1.0,1.0,High,1
40133,124,60.0,1.0,1.0,High,1
40134,124,60.0,1.0,1.0,High,1
40140,124,59.0,1.0,1.0,High,1
40160,124,59.0,1.0,1.0,High,1
40281,124,68.0,1.0,1.0,High,1
40301,124,62.0,1.0,1.0,High,1
40347,124,73.0,1.0,1.0,High,1
40383,124,70.0,1.0,1.0,High,1
40384,124,70.0,1.0,1.0,High,1
40435,124,58.0,1.0,1.0,High,1
40436,124,58.0,1.0,1.0,High,1
40487,124,52.0,1.0,1.0,High,1
40496,124,68.0,1.0,1.0,High,1
40521,124,55.0,1.0,1.0,High,1
40539,124,52.0,1.0,1.0,High,1
40595,124,81.0,1.0,1.0,High,1
40604,124,87.0,1.0,1.0,High,1
40610,124,94.0,1.0,1.0,High,1
40626,124,83.0,1.0,1.0,High,1
40634,124,77.0,1.0,1.0,High,1
40637,124,77.0,1.0,1.0,High,1
40638,124,77.0,1.0,1.0,High,1
40679,124,90.0,1.0,1.0,High,1
40712,126,65.0,1.0,1.0,High,1
40720,126,67.0,1.0,1.0,High,1
40723,126,54.0,1.0,1.0,High,1
40740,126,54.0,1.0,1.0,High,1
40765,126,55.0,1.0,1.0,High,1
40768,126,70.0,1.0,1.0,High,1
40802,126,55.0,1.0,1.0,High,1
40807,128,82.0,1.0,1.0,High,1
40860,128,117.0,1.0,1.0,High,1
40880,128,97.0,1.0,1.0,High,1
40985,129,136.0,1.0,1.0,High,1
40996,129,118.0,1.0,1.0,High,1
40999,129,105.0,1.0,1.0,High,1
41035,129,114.0,1.0,1.0,High,1
41036,129,114.0,1.0,1.0,High,1
41064,129,123.0,1.0,1.0,High,1
41100,129,100.0,1.0,1.0,High,1
41101,129,100.0,1.0,1.0,High,1
41106,129,86.0,1.0,1.0,High,1
41121,129,99.0,1.0,1.0,High,1
41148,129,88.0,1.0,1.0,High,1
41149,129,88.0,1.0,1.0,High,1
41153,129,93.0,1.0,1.0,High,1
41212,130,140.0,1.0,1.0,High,1
41213,130,140.0,1.0,1.0,High,1
41273,130,116.0,1.0,1.0,High,1
41314,130,131.0,1.0,1.0,High,1
41322,130,165.0,1.0,1.0,High,1
41340,130,129.0,1.0,1.0,High,1
41371,130,117.0,1.0,1.0,High,1
41372,130,117.0,1.0,1.0,High,1
41380,130,117.0,1.0,1.0,High,1
41398,130,126.0,1.0,1.0,High,1
41408,130,119.0,1.0,1.0,High,1
41409,130,119.0,1.0,1.0,High,1
41490,130,134.0,1.0,1.0,High,1
41501,130,143.0,1.0,1.0,High,1
41513,130,146.0,1.0,1.0,High,1
41516,130,154.0,1.0,1.0,High,1
41535,130,148.0,1.0,1.0,High,1
41547,130,86.0,1.0,1.0,High,1
41578,132,88.0,1.0,1.0,High,1
41596,132,77.0,1.0,1.0,High,1
41598,132,78.0,1.0,1.0,High,1
41615,132,77.0,1.0,1.0,High,1
41632,132,77.0,1.0,1.0,High,1
41633,132,77.0,1.0,1.0,High,1
41657,132,72.0,1.0,1.0,High,1
41673,132,93.0,1.0,1.0,High,1
41680,132,80.0,1.0,1.0,High,1
41694,132,81.0,1.0,1.0,High,1
41718,132,93.0,1.0,1.0,High,1
41795,133,80.0,1.0,1.0,High,1
41802,133,84.0,1.0,1.0,High,1
41826,133,79.0,1.0,1.0,High,1
41847,133,85.0,1.0,1.0,High,1
41848,133,85.0,1.0,1.0,High,1
41866,133,90.0,1.0,1.0,High,1
41870,133,88.0,1.0,1.0,High,1
41871,133,88.0,1.0,1.0,High,1
41877,133,78.0,1.0,1.0,High,1
41911,133,77.0,1.0,1.0,High,1
41912,133,77.0,1.0,1.0,High,1
41927,133,79.0,1.0,1.0,High,1
41945,133,84.0,1.0,1.0,High,1
41946,133,84.0,1.0,1.0,High,1
41974,133,76.0,1.0,1.0,High,1
42014,133,79.0,1.0,1.0,High,1
42114,135,78.0,1.0,1.0,High,1
42178,135,123.0,1.0,1.0,High,1
42180,135,131.0,1.0,1.0,High,1
42188,135,97.0,1.0,1.0,High,1
42248,136,53.0,1.0,1.0,High,1
42274,137,125.0,1.0,1.0,High,1
42322,137,128.0,1.0,1.0,High,1
42323,137,128.0,1.0,1.0,High,1
42325,137,125.0,1.0,1.0,High,1
42327,137,127.0,1.0,1.0,High,1
42333,137,134.0,1.0,1.0,High,1
42345,137,136.0,1.0,1.0,High,1
42346,137,136.0,1.0,1.0,High,1
42431,137,141.0,1.0,1.0,High,1
42464,137,112.0,1.0,1.0,High,1
42467,137,106.0,1.0,1.0,High,1
42468,137,106.0,1.0,1.0,High,1
42498,137,95.0,1.0,1.0,High,1
42502,137,92.0,1.0,1.0,High,1
42503,137,92.0,1.0,1.0,High,1
42524,137,97.0,1.0,1.0,High,1
42554,137,94.0,1.0,1.0,High,1
42555,137,94.0,1.0,1.0,High,1
42561,137,94.0,1.0,1.0,High,1
42578,137,83.0,1.0,1.0,High,1
42605,137,89.0,1.0,1.0,High,1
42606,137,89.0,1.0,1.0,High,1
42632,137,69.0,1.0,1.0,High,1
42671,137,58.0,1.0,1.0,High,1
42675,137,59.0,1.0,1.0,High,1
42676,137,59.0,1.0,1.0,High,1
42706,137,72.0,1.0,1.0,High,1
42721,138,61.0,1.0,1.0,High,1
42741,138,42.0,1.0,1.0,High,1
42763,140,92.0,1.0,1.0,High,1
42792,140,85.0,1.0,1.0,High,1
42842,140,69.0,1.0,1.0,High,1
42867,140,79.0,1.0,1.0,High,1
42952,141,73.0,1.0,1.0,High,1
42962,141,104.0,1.0,1.0,High,1
42967,141,89.0,1.0,1.0,High,1
42989,141,71.0,1.0,1.0,High,1
43009,142,250.0,1.0,1.0,High,1
43056,142,72.0,1.0,1.0,High,1
43063,142,57.0,1.0,1.0,High,1
43072,142,73.0,1.0,1.0,High,1
43093,142,72.0,1.0,1.0,High,1
43104,144,125.0,1.0,1.0,High,1
43106,144,125.0,1.0,1.0,High,1
43156,144,70.0,1.0,1.0,High,1
43186,144,250.0,1.0,1.0,High,1
43203,144,84.0,1.0,1.0,High,1
43241,144,94.0,1.0,1.0,High,1
43289,144,44.0,1.0,1.0,High,1
43314,145,91.0,1.0,1.0,High,1
43340,145,82.0,1.0,1.0,High,1
43355,145,89.0,1.0,1.0,High,1
43356,145,89.0,1.0,1.0,High,1
43358,145,83.0,1.0,1.0,High,1
43359,145,83.0,1.0,1.0,High,1
43368,145,61.0,1.0,1.0,High,1
43371,145,58.0,1.0,1.0,High,1
43389,145,113.0,1.0,1.0,High,1
43450,146,99.0,1.0,1.0,High,1
43591,147,59.0,1.0,1.0,High,1
43592,147,59.0,1.0,1.0,High,1
43612,147,59.0,1.0,1.0,High,1
43627,147,50.0,1.0,1.0,High,1
43630,147,62.0,1.0,1.0,High,1
43631,147,62.0,1.0,1.0,High,1
43634,147,61.0,1.0,1.0,High,1
43640,147,61.0,1.0,1.0,High,1
43641,147,61.0,1.0,1.0,High,1
43644,147,62.0,1.0,1.0,High,1
43647,147,50.0,1.0,1.0,High,1
43668,147,56.0,1.0,1.0,High,1
43669,147,56.0,1.0,1.0,High,1
43683,147,49.0,1.0,1.0,High,1
43694,147,54.0,1.0,1.0,High,1
43711,147,50.0,1.0,1.0,High,1
43712,147,50.0,1.0,1.0,High,1
43726,147,52.0,1.0,1.0,High,1
43751,147,49.0,1.0,1.0,High,1
43752,147,49.0,1.0,1.0,High,1
43766,147,56.0,1.0,1.0,High,1
43787,147,61.0,1.0,1.0,High,1
43823,147,61.0,1.0,1.0,High,1
43827,147,58.0,1.0,1.0,High,1
43860,147,58.0,1.0,1.0,High,1
43904,147,53.0,1.0,1.0,High,1
43908,147,53.0,1.0,1.0,High,1
43996,147,66.0,1.0,1.0,High,1
44009,147,66.0,1.0,1.0,High,1
44053,147,48.0,1.0,1.0,High,1
44072,147,52.0,1.0,1.0,High,1
