segment_id,line_idx,mean_ndvi,vegetation_fraction,predicted_risk_probability,predicted_priority,pixels_sampled
58216,210,61.0,1.0,1.0,High,1
58226,210,62.0,1.0,1.0,High,1
58290,210,82.0,1.0,1.0,High,1
58302,210,116.0,1.0,1.0,High,1
58303,210,116.0,1.0,1.0,High,1
58320,210,71.0,1.0,1.0,High,1
58337,210,102.0,1.0,1.0,High,1
58349,210,93.0,1.0,1.0,High,1
58354,210,83.0,1.0,1.0,High,1
58377,210,97.0,1.0,1.0,High,1
58394,210,87.0,1.0,1.0,High,1
58414,210,92.0,1.0,1.0,High,1
58458,210,87.0,1.0,1.0,High,1
58551,210,83.0,1.0,1.0,High,1
58560,210,78.0,1.0,1.0,High,1
58576,210,94.0,1.0,1.0,High,1
58606,210,83.0,1.0,1.0,High,1
58607,210,83.0,1.0,1.0,High,1
58617,210,77.0,1.0,1.0,High,1
58620,210,71.0,1.0,1.0,High,1
58621,210,71.0,1.0,1.0,High,1
58638,210,240.0,1.0,1.0,High,1
58765,210,78.0,1.0,1.0,High,1
58777,210,70.0,1.0,1.0,High,1
58782,210,76.0,1.0,1.0,High,1
58798,210,91.0,1.0,1.0,High,1
58799,210,91.0,1.0,1.0,High,1
58807,210,80.0,1.0,1.0,High,1
58808,210,80.0,1.0,1.0,High,1
58866,210,80.0,1.0,1.0,High,1
58868,210,78.0,1.0,1.0,High,1
58910,210,89.0,1.0,1.0,High,1
58925,210,53.0,1.0,1.0,High,1
58926,210,53.0,1.0,1.0,High,1
58934,210,44.0,1.0,1.0,High,1
58975,210,59.0,1.0,1.0,High,1
58976,210,59.0,1.0,1.0,High,1
58980,210,65.0,1.0,1.0,High,1
58985,210,43.0,1.0,1.0,High,1
58988,210,81.0,1.0,1.0,High,1
58992,210,71.0,1.0,1.0,High,1
59008,210,77.0,1.0,1.0,High,1
59018,210,81.0,1.0,1.0,High,1
59070,210,36.0,1.0,1.0,High,1
59168,211,96.0,1.0,1.0,High,1
59184,211,82.0,1.0,1.0,High,1
59209,211,91.0,1.0,1.0,High,1
59210,211,91.0,1.0,1.0,High,1
59346,211,81.0,1.0,1.0,High,1
59349,211,89.0,1.0,1.0,High,1
59374,211,80.0,1.0,1.0,High,1
59375,211,80.0,1.0,1.0,High,1
59395,211,88.0,1.0,1.0,High,1
59398,211,87.0,1.0,1.0,High,1
59407,211,91.0,1.0,1.0,High,1
59447,212,58.0,1.0,1.0,High,1
59476,212,95.0,1.0,1.0,High,1
59491,212,98.0,1.0,1.0,High,1
59506,212,250.0,1.0,1.0,High,1
59507,212,250.0,1.0,1.0,High,1
59577,212,103.0,1.0,1.0,High,1
59595,212,94.0,1.0,1.0,High,1
59606,212,61.0,1.0,1.0,High,1
59622,212,105.0,1.0,1.0,High,1
59624,212,92.0,1.0,1.0,High,1
59652,212,250.0,1.0,1.0,High,1
59713,212,81.0,1.0,1.0,High,1
59722,212,250.0,1.0,1.0,High,1
59738,213,78.0,1.0,1.0,High,1
59750,213,82.0,1.0,1.0,High,1
59758,213,96.0,1.0,1.0,High,1
59769,213,73.0,1.0,1.0,High,1
59776,213,65.0,1.0,1.0,High,1
59788,213,69.0,1.0,1.0,High,1
59795,213,63.0,1.0,1.0,High,1
59818,213,105.0,1.0,1.0,High,1
59819,213,105.0,1.0,1.0,High,1
59825,213,88.0,1.0,1.0,High,1
59842,213,89.0,1.0,1.0,High,1
59843,213,89.0,1.0,1.0,High,1
59862,213,79.0,1.0,1.0,High,1
59866,213,81.0,1.0,1.0,High,1
59867,213,81.0,1.0,1.0,High,1
59887,213,56.0,1.0,1.0,High,1
59902,213,78.0,1.0,1.0,High,1
59907,213,97.0,1.0,1.0,High,1
59952,213,96.0,1.0,1.0,High,1
59953,213,96.0,1.0,1.0,High,1
59964,214,87.0,1.0,1.0,High,1
59977,214,250.0,1.0,1.0,High,1
59991,214,250.0,1.0,1.0,High,1
59996,214,90.0,1.0,1.0,High,1
60009,214,62.0,1.0,1.0,High,1
60023,214,77.0,1.0,1.0,High,1
60041,214,89.0,1.0,1.0,High,1
60076,214,250.0,1.0,1.0,High,1
60106,215,250.0,1.0,1.0,High,1
60107,215,250.0,1.0,1.0,High,1
60129,215,92.0,1.0,1.0,High,1
60130,215,92.0,1.0,1.0,High,1
60132,215,59.0,1.0,1.0,High,1
60143,215,69.0,1.0,1.0,High,1
60165,215,49.0,1.0,1.0,High,1
60171,215,63.0,1.0,1.0,High,1
60173,215,63.0,1.0,1.0,High,1
60192,215,250.0,1.0,1.0,High,1
60209,215,55.0,1.0,1.0,High,1
60215,215,78.0,1.0,1.0,High,1
60216,215,78.0,1.0,1.0,High,1
60220,215,83.0,1.0,1.0,High,1
60260,215,85.0,1.0,1.0,High,1
60296,216,79.0,1.0,1.0,High,1
60297,216,79.0,1.0,1.0,High,1
60332,216,93.0,1.0,1.0,High,1
60344,216,88.0,1.0,1.0,High,1
60395,216,80.0,1.0,1.0,High,1
60408,216,80.0,1.0,1.0,High,1
60421,216,79.0,1.0,1.0,High,1
60422,216,79.0,1.0,1.0,High,1
60438,216,80.0,1.0,1.0,High,1
60465,216,87.0,1.0,1.0,High,1
60542,216,82.0,1.0,1.0,High,1
60563,216,79.0,1.0,1.0,High,1
60620,216,80.0,1.0,1.0,High,1
60628,216,86.0,1.0,1.0,High,1
60674,216,70.0,1.0,1.0,High,1
60693,216,85.0,1.0,1.0,High,1
60720,216,78.0,1.0,1.0,High,1
60741,216,70.0,1.0,1.0,High,1
60777,216,65.0,1.0,1.0,High,1
60856,216,101.0,1.0,1.0,High,1
60900,216,101.0,1.0,1.0,High,1
60909,216,98.0,1.0,1.0,High,1
61050,216,72.0,1.0,1.0,High,1
61075,216,75.0,1.0,1.0,High,1
61097,216,113.0,1.0,1.0,High,1
61154,216,87.0,1.0,1.0,High,1
61168,216,73.0,1.0,1.0,High,1
61192,216,91.0,1.0,1.0,High,1
61217,216,66.0,1.0,1.0,High,1
61218,216,66.0,1.0,1.0,High,1
61236,216,89.0,1.0,1.0,High,1
61237,216,89.0,1.0,1.0,High,1
61246,216,105.0,1.0,1.0,High,1
61282,216,81.0,1.0,1.0,High,1
61295,216,89.0,1.0,1.0,High,1
61307,216,105.0,1.0,1.0,High,1
61375,216,95.0,1.0,1.0,High,1
61405,216,110.0,1.0,1.0,High,1
61407,216,113.0,1.0,1.0,High,1
61409,216,106.0,1.0,1.0,High,1
61411,216,108.0,1.0,1.0,High,1
61413,216,112.0,1.0,1.0,High,1
61428,216,107.0,1.0,1.0,High,1
61441,216,112.0,1.0,1.0,High,1
61510,216,110.0,1.0,1.0,High,1
61511,216,110.0,1.0,1.0,High,1
61526,216,103.0,1.0,1.0,High,1
61553,216,102.0,1.0,1.0,High,1
61555,216,107.0,1.0,1.0,High,1
61580,216,112.0,1.0,1.0,High,1
61591,216,111.0,1.0,1.0,High,1
61597,216,118.0,1.0,1.0,High,1
61598,216,118.0,1.0,1.0,High,1
61657,216,106.0,1.0,1.0,High,1
61658,216,106.0,1.0,1.0,High,1
61736,216,122.0,1.0,1.0,High,1
61779,216,105.0,1.0,1.0,High,1
61786,216,95.0,1.0,1.0,High,1
61793,216,116.0,1.0,1.0,High,1
61819,216,106.0,1.0,1.0,High,1
61834,216,99.0,1.0,1.0,High,1
61857,216,81.0,1.0,1.0,High,1
61866,216,87.0,1.0,1.0,High,1
61869,216,97.0,1.0,1.0,High,1
61889,216,71.0,1.0,1.0,High,1
61890,216,71.0,1.0,1.0,High,1
61904,216,96.0,1.0,1.0,High,1
61905,216,96.0,1.0,1.0,High,1
61907,216,87.0,1.0,1.0,High,1
61933,216,104.0,1.0,1.0,High,1
61946,216,87.0,1.0,1.0,High,1
61959,216,76.0,1.0,1.0,High,1
61965,216,100.0,1.0,1.0,High,1
61966,216,100.0,1.0,1.0,High,1
61974,216,58.0,1.0,1.0,High,1
61975,216,58.0,1.0,1.0,High,1
62006,216,61.0,1.0,1.0,High,1
62011,216,81.0,1.0,1.0,High,1
62017,216,59.0,1.0,1.0,High,1
62081,216,83.0,1.0,1.0,High,1
62113,216,98.0,1.0,1.0,High,1
62115,216,93.0,1.0,1.0,High,1
62127,216,82.0,1.0,1.0,High,1
62159,216,107.0,1.0,1.0,High,1
62213,216,87.0,1.0,1.0,High,1
62240,216,90.0,1.0,1.0,High,1
62280,216,92.0,1.0,1.0,High,1
62320,216,84.0,1.0,1.0,High,1
62369,216,99.0,1.0,1.0,High,1
62404,216,26.0,1.0,1.0,High,1
62405,216,26.0,1.0,1.0,High,1
62409,216,3.0,1.0,1.0,High,1
62429,216,71.0,1.0,1.0,High,1
62430,216,71.0,1.0,1.0,High,1
62455,216,79.0,1.0,1.0,High,1
62580,216,68.0,1.0,1.0,High,1
62593,216,76.0,1.0,1.0,High,1
62613,216,82.0,1.0,1.0,High,1
62625,216,72.0,1.0,1.0,High,1
62630,216,77.0,1.0,1.0,High,1
62665,216,77.0,1.0,1.0,High,1
62672,216,74.0,1.0,1.0,High,1
62673,216,74.0,1.0,1.0,High,1
62710,216,50.0,1.0,1.0,High,1
62711,216,50.0,1.0,1.0,High,1
62790,216,75.0,1.0,1.0,High,1
62816,216,16.0,1.0,1.0,High,1
62824,216,18.0,1.0,1.0,High,1
62827,216,18.0,1.0,1.0,High,1
62845,216,19.0,1.0,1.0,High,1
62848,216,28.0,1.0,1.0,High,1
62866,217,98.0,1.0,1.0,High,1
62875,217,103.0,1.0,1.0,High,1
62897,217,98.0,1.0,1.0,High,1
62914,217,91.0,1.0,1.0,High,1
62945,217,91.0,1.0,1.0,High,1
62946,217,91.0,1.0,1.0,High,1
62964,218,80.0,1.0,1.0,High,1
62965,218,80.0,1.0,1.0,High,1
62971,218,82.0,1.0,1.0,High,1
62979,218,86.0,1.0,1.0,High,1
62980,218,86.0,1.0,1.0,High,1
63020,218,51.0,1.0,1.0,High,1
63048,219,108.0,1.0,1.0,High,1
63066,219,91.0,1.0,1.0,High,1
63083,219,99.0,1.0,1.0,High,1
63101,219,84.0,1.0,1.0,High,1
63109,219,86.0,1.0,1.0,High,1
63137,219,98.0,1.0,1.0,High,1
63161,220,255.0,1.0,1.0,High,1
63162,220,255.0,1.0,1.0,High,1
63214,221,62.0,1.0,1.0,High,1
63215,221,62.0,1.0,1.0,High,1
63234,221,61.0,1.0,1.0,High,1
63262,222,83.0,1.0,1.0,High,1
63263,222,83.0,1.0,1.0,High,1
63278,222,73.0,1.0,1.0,High,1
63279,222,73.0,1.0,1.0,High,1
63328,222,75.0,1.0,1.0,High,1
63338,222,89.0,1.0,1.0,High,1
63383,222,62.0,1.0,1.0,High,1
63404,222,56.0,1.0,1.0,High,1
63426,222,49.0,1.0,1.0,High,1
63440,222,53.0,1.0,1.0,High,1
63441,222,53.0,1.0,1.0,High,1
63454,222,48.0,1.0,1.0,High,1
63470,222,57.0,1.0,1.0,High,1
63494,222,59.0,1.0,1.0,High,1
63495,222,59.0,1.0,1.0,High,1
63497,222,55.0,1.0,1.0,High,1
63499,222,53.0,1.0,1.0,High,1
63502,222,53.0,1.0,1.0,High,1
63534,222,53.0,1.0,1.0,High,1
63536,222,51.0,1.0,1.0,High,1
63611,223,83.0,1.0,1.0,High,1
63622,223,98.0,1.0,1.0,High,1
63651,223,85.0,1.0,1.0,High,1
63659,223,79.0,1.0,1.0,High,1
63695,223,85.0,1.0,1.0,High,1
63710,223,77.0,1.0,1.0,High,1
63722,223,68.0,1.0,1.0,High,1
63743,223,86.0,1.0,1.0,High,1
63770,223,77.0,1.0,1.0,High,1
63771,223,77.0,1.0,1.0,High,1
63812,223,73.0,1.0,1.0,High,1
63821,223,69.0,1.0,1.0,High,1
63822,223,69.0,1.0,1.0,High,1
63859,223,79.0,1.0,1.0,High,1
63864,223,88.0,1.0,1.0,High,1
63867,223,112.0,1.0,1.0,High,1
63904,223,116.0,1.0,1.0,High,1
63905,223,116.0,1.0,1.0,High,1
63912,223,124.0,1.0,1.0,High,1
63928,223,125.0,1.0,1.0,High,1
63955,224,68.0,1.0,1.0,High,1
63994,224,54.0,1.0,1.0,High,1
64016,224,56.0,1.0,1.0,High,1
64044,224,53.0,1.0,1.0,High,1
64081,225,45.0,1.0,1.0,High,1
64082,225,45.0,1.0,1.0,High,1
64098,225,47.0,1.0,1.0,High,1
64099,225,47.0,1.0,1.0,High,1
64115,225,57.0,1.0,1.0,High,1
64116,225,57.0,1.0,1.0,High,1
64155,225,56.0,1.0,1.0,High,1
64158,225,52.0,1.0,1.0,High,1
64201,225,67.0,1.0,1.0,High,1
64202,225,67.0,1.0,1.0,High,1
64221,226,138.0,1.0,1.0,High,1
64236,226,131.0,1.0,1.0,High,1
64274,226,84.0,1.0,1.0,High,1
64279,226,81.0,1.0,1.0,High,1
64356,227,79.0,1.0,1.0,High,1
64373,227,76.0,1.0,1.0,High,1
64376,227,68.0,1.0,1.0,High,1
64464,227,86.0,1.0,1.0,High,1
64488,227,78.0,1.0,1.0,High,1
64510,227,113.0,1.0,1.0,High,1
64519,227,100.0,1.0,1.0,High,1
64525,227,119.0,1.0,1.0,High,1
64558,228,55.0,1.0,1.0,High,1
64567,228,55.0,1.0,1.0,High,1
64572,228,55.0,1.0,1.0,High,1
64577,228,45.0,1.0,1.0,High,1
64582,228,63.0,1.0,1.0,High,1
64583,228,63.0,1.0,1.0,High,1
64603,228,51.0,1.0,1.0,High,1
64721,228,59.0,1.0,1.0,High,1
64786,228,62.0,1.0,1.0,High,1
64800,228,74.0,1.0,1.0,High,1
64856,228,79.0,1.0,1.0,High,1
64870,228,84.0,1.0,1.0,High,1
64897,228,65.0,1.0,1.0,High,1
64916,228,66.0,1.0,1.0,High,1
64933,228,71.0,1.0,1.0,High,1
64940,228,74.0,1.0,1.0,High,1
64941,228,74.0,1.0,1.0,High,1
64953,228,71.0,1.0,1.0,High,1
64971,228,86.0,1.0,1.0,High,1
64988,228,78.0,1.0,1.0,High,1
65072,229,139.0,1.0,1.0,High,1
65087,229,126.0,1.0,1.0,High,1
65088,229,126.0,1.0,1.0,High,1
65099,229,103.0,1.0,1.0,High,1
65115,229,93.0,1.0,1.0,High,1
65136,229,73.0,1.0,1.0,High,1
65147,229,79.0,1.0,1.0,High,1
65164,229,76.0,1.0,1.0,High,1
65169,229,83.0,1.0,1.0,High,1
65187,229,71.0,1.0,1.0,High,1
65208,229,63.0,1.0,1.0,High,1
65213,229,64.0,1.0,1.0,High,1
65214,229,64.0,1.0,1.0,High,1
65243,229,66.0,1.0,1.0,High,1
65255,229,70.0,1.0,1.0,High,1
65311,230,116.0,1.0,1.0,High,1
65312,230,116.0,1.0,1.0,High,1
65343,230,139.0,1.0,1.0,High,1
65362,230,92.0,1.0,1.0,High,1
65365,230,79.0,1.0,1.0,High,1
65381,230,97.0,1.0,1.0,High,1
65423,230,76.0,1.0,1.0,High,1
65479,230,121.0,1.0,1.0,High,1
65525,230,89.0,1.0,1.0,High,1
65615,231,89.0,1.0,1.0,High,1
65616,231,89.0,1.0,1.0,High,1
65665,231,81.0,1.0,1.0,High,1
65689,231,78.0,1.0,1.0,High,1
65716,231,86.0,1.0,1.0,High,1
65741,231,66.0,1.0,1.0,High,1
65746,231,62.0,1.0,1.0,High,1
65747,231,62.0,1.0,1.0,High,1
65805,231,57.0,1.0,1.0,High,1
65806,231,57.0,1.0,1.0,High,1
65834,231,49.0,1.0,1.0,High,1
65844,231,55.0,1.0,1.0,High,1
65846,231,63.0,1.0,1.0,High,1
65865,231,65.0,1.0,1.0,High,1
65873,231,61.0,1.0,1.0,High,1
65874,231,61.0,1.0,1.0,High,1
65971,232,80.0,1.0,1.0,High,1
65972,232,80.0,1.0,1.0,High,1
65979,232,83.0,1.0,1.0,High,1
65980,232,83.0,1.0,1.0,High,1
65987,232,69.0,1.0,1.0,High,1
66017,232,67.0,1.0,1.0,High,1
66050,232,64.0,1.0,1.0,High,1
66079,232,69.0,1.0,1.0,High,1
66098,233,92.0,1.0,1.0,High,1
66131,233,80.0,1.0,1.0,High,1
66156,233,88.0,1.0,1.0,High,1
66210,233,82.0,1.0,1.0,High,1
66211,233,82.0,1.0,1.0,High,1
66213,233,81.0,1.0,1.0,High,1
66237,233,76.0,1.0,1.0,High,1
66290,233,67.0,1.0,1.0,High,1
66317,233,64.0,1.0,1.0,High,1
66332,233,65.0,1.0,1.0,High,1
66341,233,72.0,1.0,1.0,High,1
66342,233,72.0,1.0,1.0,High,1
66376,234,89.0,1.0,1.0,High,1
66377,234,89.0,1.0,1.0,High,1
66379,234,92.0,1.0,1.0,High,1
66381,234,105.0,1.0,1.0,High,1
66402,235,21.0,1.0,1.0,High,1
66411,235,23.0,1.0,1.0,High,1
66413,235,35.0,1.0,1.0,High,1
66415,235,44.0,1.0,1.0,High,1
66417,235,35.0,1.0,1.0,High,1
66439,235,31.0,1.0,1.0,High,1
66459,235,250.0,1.0,1.0,High,1
66472,235,24.0,1.0,1.0,High,1
66474,235,24.0,1.0,1.0,High,1
66475,235,24.0,1.0,1.0,High,1
66487,235,27.0,1.0,1.0,High,1
66499,235,41.0,1.0,1.0,High,1
66515,235,83.0,1.0,1.0,High,1
66537,235,59.0,1.0,1.0,High,1
66549,235,55.0,1.0,1.0,High,1
66563,235,51.0,1.0,1.0,High,1
66572,235,63.0,1.0,1.0,High,1
66581,235,56.0,1.0,1.0,High,1
66599,235,43.0,1.0,1.0,High,1
66600,235,43.0,1.0,1.0,High,1
66602,235,46.0,1.0,1.0,High,1
66609,235,62.0,1.0,1.0,High,1
66668,236,28.0,1.0,1.0,High,1
66675,236,38.0,1.0,1.0,High,1
66691,236,24.0,1.0,1.0,High,1
66707,236,36.0,1.0,1.0,High,1
66712,236,52.0,1.0,1.0,High,1
66732,236,62.0,1.0,1.0,High,1
66752,236,77.0,1.0,1.0,High,1
66756,236,82.0,1.0,1.0,High,1
66777,236,82.0,1.0,1.0,High,1
66811,236,80.0,1.0,1.0,High,1
66818,236,52.0,1.0,1.0,High,1
66819,236,52.0,1.0,1.0,High,1
66827,236,59.0,1.0,1.0,High,1
66828,236,59.0,1.0,1.0,High,1
66876,236,67.0,1.0,1.0,High,1
66877,236,67.0,1.0,1.0,High,1
66902,236,77.0,1.0,1.0,High,1
66904,236,85.0,1.0,1.0,High,1
66937,236,70.0,1.0,1.0,High,1
66938,236,70.0,1.0,1.0,High,1
66953,236,68.0,1.0,1.0,High,1
66976,236,83.0,1.0,1.0,High,1
67006,236,63.0,1.0,1.0,High,1
67034,236,84.0,1.0,1.0,High,1
67069,236,85.0,1.0,1.0,High,1
67070,236,85.0,1.0,1.0,High,1
67074,237,87.0,1.0,1.0,High,1
67076,237,96.0,1.0,1.0,High,1
67104,237,85.0,1.0,1.0,High,1
67148,238,77.0,1.0,1.0,High,1
67185,238,76.0,1.0,1.0,High,1
67190,238,94.0,1.0,1.0,High,1
67210,238,94.0,1.0,1.0,High,1
67240,238,73.0,1.0,1.0,High,1
67253,238,73.0,1.0,1.0,High,1
67285,239,73.0,1.0,1.0,High,1
67316,239,80.0,1.0,1.0,High,1
67343,239,86.0,1.0,1.0,High,1
67366,239,82.0,1.0,1.0,High,1
67387,239,84.0,1.0,1.0,High,1
67426,240,100.0,1.0,1.0,High,1
67436,240,90.0,1.0,1.0,High,1
67443,240,93.0,1.0,1.0,High,1
67484,241,84.0,1.0,1.0,High,1
67504,241,89.0,1.0,1.0,High,1
67536,241,80.0,1.0,1.0,High,1
67633,241,76.0,1.0,1.0,High,1
67685,241,87.0,1.0,1.0,High,1
67726,241,82.0,1.0,1.0,High,1
67737,241,88.0,1.0,1.0,High,1
67780,241,82.0,1.0,1.0,High,1
67785,241,78.0,1.0,1.0,High,1
67796,241,67.0,1.0,1.0,High,1
67849,241,73.0,1.0,1.0,High,1
67850,241,73.0,1.0,1.0,High,1
67854,241,95.0,1.0,1.0,High,1
67863,241,95.0,1.0,1.0,High,1
67864,241,95.0,1.0,1.0,High,1
67883,241,75.0,1.0,1.0,High,1
67907,241,94.0,1.0,1.0,High,1
67928,241,95.0,1.0,1.0,High,1
67929,241,95.0,1.0,1.0,High,1
67946,241,75.0,1.0,1.0,High,1
67971,241,92.0,1.0,1.0,High,1
68011,242,61.0,1.0,1.0,High,1
68020,242,59.0,1.0,1.0,High,1
68058,242,46.0,1.0,1.0,High,1
68059,242,46.0,1.0,1.0,High,1
68065,242,48.0,1.0,1.0,High,1
68122,242,47.0,1.0,1.0,High,1
68125,242,48.0,1.0,1.0,High,1
68151,242,47.0,1.0,1.0,High,1
68166,242,51.0,1.0,1.0,High,1
68189,242,53.0,1.0,1.0,High,1
68208,242,57.0,1.0,1.0,High,1
68263,242,49.0,1.0,1.0,High,1
68343,242,62.0,1.0,1.0,High,1
68384,242,64.0,1.0,1.0,High,1
68422,244,75.0,1.0,1.0,High,1
68423,244,75.0,1.0,1.0,High,1
68428,244,92.0,1.0,1.0,High,1
68451,244,99.0,1.0,1.0,High,1
68489,244,96.0,1.0,1.0,High,1
68501,244,81.0,1.0,1.0,High,1
68522,244,72.0,1.0,1.0,High,1
68548,244,92.0,1.0,1.0,High,1
68555,244,77.0,1.0,1.0,High,1
68622,244,96.0,1.0,1.0,High,1
68623,244,96.0,1.0,1.0,High,1
68658,244,93.0,1.0,1.0,High,1
68674,244,90.0,1.0,1.0,High,1
68689,244,93.0,1.0,1.0,High,1
68699,244,84.0,1.0,1.0,High,1
68717,244,77.0,1.0,1.0,High,1
68737,244,67.0,1.0,1.0,High,1
68738,244,67.0,1.0,1.0,High,1
68766,244,57.0,1.0,1.0,High,1
68771,244,58.0,1.0,1.0,High,1
68849,245,89.0,1.0,1.0,High,1
68871,245,102.0,1.0,1.0,High,1
68893,245,61.0,1.0,1.0,High,1
68907,245,93.0,1.0,1.0,High,1
68911,245,99.0,1.0,1.0,High,1
68912,245,99.0,1.0,1.0,High,1
68943,245,106.0,1.0,1.0,High,1
68958,245,89.0,1.0,1.0,High,1
68959,245,89.0,1.0,1.0,High,1
68986,245,90.0,1.0,1.0,High,1
68988,245,95.0,1.0,1.0,High,1
69006,245,101.0,1.0,1.0,High,1
69011,245,94.0,1.0,1.0,High,1
69013,245,99.0,1.0,1.0,High,1
69016,245,100.0,1.0,1.0,High,1
69038,245,100.0,1.0,1.0,High,1
69088,245,100.0,1.0,1.0,High,1
69130,245,112.0,1.0,1.0,High,1
69149,245,124.0,1.0,1.0,High,1
69191,245,115.0,1.0,1.0,High,1
69216,245,112.0,1.0,1.0,High,1
69233,245,110.0,1.0,1.0,High,1
69303,245,106.0,1.0,1.0,High,1
69304,245,106.0,1.0,1.0,High,1
69322,245,88.0,1.0,1.0,High,1
69358,246,101.0,1.0,1.0,High,1
69373,246,108.0,1.0,1.0,High,1
69426,247,95.0,1.0,1.0,High,1
69472,248,119.0,1.0,1.0,High,1
69511,248,118.0,1.0,1.0,High,1
69533,248,106.0,1.0,1.0,High,1
69622,248,97.0,1.0,1.0,High,1
69630,248,108.0,1.0,1.0,High,1
69635,248,100.0,1.0,1.0,High,1
69667,248,89.0,1.0,1.0,High,1
69673,248,103.0,1.0,1.0,High,1
69675,248,86.0,1.0,1.0,High,1
69689,248,73.0,1.0,1.0,High,1
69692,248,79.0,1.0,1.0,High,1
69697,248,80.0,1.0,1.0,High,1
69717,248,115.0,1.0,1.0,High,1
69727,248,110.0,1.0,1.0,High,1
69728,248,110.0,1.0,1.0,High,1
69737,248,90.0,1.0,1.0,High,1
69768,249,91.0,1.0,1.0,High,1
69828,249,97.0,1.0,1.0,High,1
69829,249,97.0,1.0,1.0,High,1
69838,249,104.0,1.0,1.0,High,1
69860,249,93.0,1.0,1.0,High,1
69868,249,95.0,1.0,1.0,High,1
69879,249,97.0,1.0,1.0,High,1
69888,249,72.0,1.0,1.0,High,1
69890,249,85.0,1.0,1.0,High,1
69897,249,98.0,1.0,1.0,High,1
69933,249,101.0,1.0,1.0,High,1
69936,249,99.0,1.0,1.0,High,1
69963,249,129.0,1.0,1.0,High,1
69969,249,127.0,1.0,1.0,High,1
69976,249,133.0,1.0,1.0,High,1
69992,249,109.0,1.0,1.0,High,1
69993,249,109.0,1.0,1.0,High,1
70028,249,91.0,1.0,1.0,High,1
70049,249,104.0,1.0,1.0,High,1
70074,249,98.0,1.0,1.0,High,1
70185,249,82.0,1.0,1.0,High,1
70196,249,78.0,1.0,1.0,High,1
70220,250,77.0,1.0,1.0,High,1
70236,250,88.0,1.0,1.0,High,1
70245,250,90.0,1.0,1.0,High,1
70246,250,90.0,1.0,1.0,High,1
70284,250,75.0,1.0,1.0,High,1
70313,250,101.0,1.0,1.0,High,1
70316,250,106.0,1.0,1.0,High,1
70317,250,106.0,1.0,1.0,High,1
70323,250,95.0,1.0,1.0,High,1
70334,250,94.0,1.0,1.0,High,1
70357,250,83.0,1.0,1.0,High,1
70358,250,83.0,1.0,1.0,High,1
70377,250,94.0,1.0,1.0,High,1
70405,250,117.0,1.0,1.0,High,1
70436,250,89.0,1.0,1.0,High,1
70458,250,92.0,1.0,1.0,High,1
70463,250,105.0,1.0,1.0,High,1
70475,250,87.0,1.0,1.0,High,1
70476,250,87.0,1.0,1.0,High,1
70482,251,99.0,1.0,1.0,High,1
70490,252,94.0,1.0,1.0,High,1
70500,252,78.0,1.0,1.0,High,1
70502,252,85.0,1.0,1.0,High,1
70519,252,89.0,1.0,1.0,High,1
70520,252,89.0,1.0,1.0,High,1
70540,252,78.0,1.0,1.0,High,1
70570,252,83.0,1.0,1.0,High,1
70591,252,91.0,1.0,1.0,High,1
70635,252,240.0,1.0,1.0,High,1
70636,252,240.0,1.0,1.0,High,1
70649,252,71.0,1.0,1.0,High,1
70654,252,59.0,1.0,1.0,High,1
70677,252,83.0,1.0,1.0,High,1
70678,252,83.0,1.0,1.0,High,1
70715,252,93.0,1.0,1.0,High,1
70717,252,87.0,1.0,1.0,High,1
70733,252,69.0,1.0,1.0,High,1
70795,252,97.0,1.0,1.0,High,1
70851,252,74.0,1.0,1.0,High,1
70856,252,73.0,1.0,1.0,High,1
70885,252,75.0,1.0,1.0,High,1
70960,252,56.0,1.0,1.0,High,1
70961,252,56.0,1.0,1.0,High,1
71058,252,24.0,1.0,1.0,High,1
71063,252,250.0,1.0,1.0,High,1
71064,252,250.0,1.0,1.0,High,1
71120,253,89.0,1.0,1.0,High,1
71124,253,84.0,1.0,1.0,High,1
71125,253,84.0,1.0,1.0,High,1
71137,253,91.0,1.0,1.0,High,1
71211,254,93.0,1.0,1.0,High,1
71213,254,90.0,1.0,1.0,High,1
71232,254,86.0,1.0,1.0,High,1
71241,254,107.0,1.0,1.0,High,1
71263,254,101.0,1.0,1.0,High,1
71281,254,117.0,1.0,1.0,High,1
71303,254,100.0,1.0,1.0,High,1
71325,254,95.0,1.0,1.0,High,1
71340,254,110.0,1.0,1.0,High,1
71383,254,100.0,1.0,1.0,High,1
71417,254,83.0,1.0,1.0,High,1
71418,254,83.0,1.0,1.0,High,1
71431,254,102.0,1.0,1.0,High,1
71432,254,102.0,1.0,1.0,High,1
71441,254,77.0,1.0,1.0,High,1
71532,254,116.0,1.0,1.0,High,1
71550,254,94.0,1.0,1.0,High,1
71551,254,94.0,1.0,1.0,High,1
71565,254,125.0,1.0,1.0,High,1
71579,254,121.0,1.0,1.0,High,1
71599,254,105.0,1.0,1.0,High,1
71600,254,105.0,1.0,1.0,High,1
71613,254,105.0,1.0,1.0,High,1
71656,254,80.0,1.0,1.0,High,1
71677,254,81.0,1.0,1.0,High,1
71691,254,75.0,1.0,1.0,High,1
71699,254,99.0,1.0,1.0,High,1
71704,254,86.0,1.0,1.0,High,1
71745,254,75.0,1.0,1.0,High,1
71746,254,75.0,1.0,1.0,High,1
71762,254,63.0,1.0,1.0,High,1
71765,255,90.0,1.0,1.0,High,1
71772,255,84.0,1.0,1.0,High,1
